Container is store 10000 languages:
[Procedural]: name = AZMEZYPTRM  year = 1945  popularity = 83.23 abstract variables = True, quotient = 194.5
[Procedural]: name = CCIRGJTKYF  year = 1950  popularity = 68.34 abstract variables = False, quotient = 195.0
[Procedural]: name = IFQNEDWPZY  year = 1950  popularity = 9.2 abstract variables = True, quotient = 195.0
[Functional]: name = IOGSOGHNGY  year = 1950  popularity = 45.17 lazy calculation = True legacy = DYNAMIC, quotient = 195.0
[ObjectOriented]: name = SICVIECOVY  year = 1950  popularity = 80.39 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.0
[Procedural]: name = JIDCXNIFSA  year = 1950  popularity = 82.13 abstract variables = False, quotient = 195.0
[Procedural]: name = DYANYHIKFN  year = 1950  popularity = 56.34 abstract variables = False, quotient = 195.0
[ObjectOriented]: name = NZAIYQPPJJ  year = 1950  popularity = 83.86 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.0
[Procedural]: name = LOLJCUUOHB  year = 1950  popularity = 84.25 abstract variables = True, quotient = 195.0
[Functional]: name = NTFOQXJPIL  year = 1950  popularity = 39.12 lazy calculation = False legacy = DYNAMIC, quotient = 195.0
[ObjectOriented]: name = TIHKMLLLKA  year = 1950  popularity = 59.97 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.0
[ObjectOriented]: name = BDESFIOWVC  year = 1950  popularity = 9.89 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.0
[ObjectOriented]: name = FGIWBIRYRR  year = 1950  popularity = 87.08 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.0
[Functional]: name = RTUALIQJZS  year = 1950  popularity = 73.12 lazy calculation = False legacy = DYNAMIC, quotient = 195.0
[ObjectOriented]: name = BIJXZLKDRF  year = 1950  popularity = 85.52 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.0
[ObjectOriented]: name = LRGGGEBHSV  year = 1950  popularity = 71.11 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.0
[ObjectOriented]: name = OJDEACTRHZ  year = 1950  popularity = 90.07 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.0
[Functional]: name = XBULZKINTA  year = 1950  popularity = 87.91 lazy calculation = False legacy = STRICT, quotient = 195.0
[Procedural]: name = VWIQCWIRAX  year = 1950  popularity = 41.08 abstract variables = False, quotient = 195.0
[Procedural]: name = PIDXZDUEZQ  year = 1950  popularity = 90.35 abstract variables = True, quotient = 195.0
[Procedural]: name = RBDCCWTCTL  year = 1950  popularity = 67.28 abstract variables = False, quotient = 195.0
[Procedural]: name = BJKWWFXPXW  year = 1950  popularity = 56.5 abstract variables = False, quotient = 195.0
[ObjectOriented]: name = BVHIWSSWEQ  year = 1950  popularity = 51.89 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.0
[ObjectOriented]: name = CGYISPTSLT  year = 1950  popularity = 89.96 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.0
[Functional]: name = KPEYCMSRKU  year = 1950  popularity = 24.63 lazy calculation = True legacy = STRICT, quotient = 195.0
[Functional]: name = JLLBORNSRH  year = 1950  popularity = 85.24 lazy calculation = True legacy = STRICT, quotient = 195.0
[ObjectOriented]: name = OXIBFIDXOW  year = 1950  popularity = 49.67 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.0
[Functional]: name = ZYKNENKHLC  year = 1950  popularity = 66.33 lazy calculation = True legacy = STRICT, quotient = 195.0
[Procedural]: name = TIPONPNWZD  year = 1950  popularity = 11.81 abstract variables = False, quotient = 195.0
[Procedural]: name = TLHEHVIZSP  year = 1950  popularity = 49.93 abstract variables = True, quotient = 195.0
[Procedural]: name = TGUOEFSISV  year = 1950  popularity = 18.64 abstract variables = True, quotient = 195.0
[Procedural]: name = ICHJAVFGAO  year = 1950  popularity = 81.96 abstract variables = True, quotient = 195.0
[ObjectOriented]: name = XIFGSGOSTU  year = 1950  popularity = 57.61 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.0
[Procedural]: name = DQRRNAOSHY  year = 1950  popularity = 21.59 abstract variables = True, quotient = 195.0
[ObjectOriented]: name = HPDLJXJZQD  year = 1950  popularity = 26.0 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.0
[Functional]: name = JSHKNGULXI  year = 1950  popularity = 6.39 lazy calculation = True legacy = ERROR, quotient = 195.0
[Procedural]: name = HANHPOLTRU  year = 1950  popularity = 56.76 abstract variables = False, quotient = 195.0
[Procedural]: name = XHJPFOMCBE  year = 1950  popularity = 17.79 abstract variables = True, quotient = 195.0
[Procedural]: name = DPFJCPFDZO  year = 1950  popularity = 62.37 abstract variables = True, quotient = 195.0
[Procedural]: name = NVTYWYUVYN  year = 1950  popularity = 6.19 abstract variables = False, quotient = 195.0
[Procedural]: name = IIGMKLPLIL  year = 1950  popularity = 36.45 abstract variables = True, quotient = 195.0
[ObjectOriented]: name = MHXHLDGYFK  year = 1950  popularity = 34.21 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.0
[ObjectOriented]: name = UPVXZMDXMU  year = 1950  popularity = 1.52 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.0
[Functional]: name = ZVBBCRCBAW  year = 1950  popularity = 97.25 lazy calculation = True legacy = STRICT, quotient = 195.0
[ObjectOriented]: name = GQIFDBBQNX  year = 1950  popularity = 72.46 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.0
[Functional]: name = YLVJXSQMRL  year = 1950  popularity = 28.41 lazy calculation = False legacy = DYNAMIC, quotient = 195.0
[ObjectOriented]: name = ZZVHLEMETH  year = 1950  popularity = 54.02 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.0
[Procedural]: name = EHKHBBJPSD  year = 1950  popularity = 32.73 abstract variables = False, quotient = 195.0
[Functional]: name = YZWIOYLESW  year = 1950  popularity = 56.73 lazy calculation = False legacy = DYNAMIC, quotient = 195.0
[ObjectOriented]: name = XCNGARZKXB  year = 1950  popularity = 88.24 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.0
[ObjectOriented]: name = PHOEDBLEXK  year = 1950  popularity = 61.13 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.0
[Functional]: name = HHBYKLXFKJ  year = 1950  popularity = 37.04 lazy calculation = False legacy = STRICT, quotient = 195.0
[ObjectOriented]: name = YIPGPDBEPC  year = 1950  popularity = 7.64 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.0
[ObjectOriented]: name = ZMRRENFAZM  year = 1950  popularity = 51.19 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.0
[Functional]: name = IGSPJXWCUI  year = 1950  popularity = 96.16 lazy calculation = False legacy = DYNAMIC, quotient = 195.0
[Functional]: name = BHKASIUNRX  year = 1950  popularity = 90.03 lazy calculation = True legacy = STRICT, quotient = 195.0
[Functional]: name = ZGHGQEIDNJ  year = 1950  popularity = 56.52 lazy calculation = False legacy = DYNAMIC, quotient = 195.0
[Functional]: name = UVIAPUNNYW  year = 1950  popularity = 83.25 lazy calculation = True legacy = ERROR, quotient = 195.0
[Procedural]: name = OKTIYQLHVK  year = 1950  popularity = 61.21 abstract variables = False, quotient = 195.0
[ObjectOriented]: name = JITIIETESJ  year = 1950  popularity = 22.62 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.0
[ObjectOriented]: name = OHCULBMOUZ  year = 1950  popularity = 45.85 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.0
[ObjectOriented]: name = GYECBITATE  year = 1950  popularity = 72.47 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.0
[ObjectOriented]: name = QWJXVUDXGE  year = 1950  popularity = 20.16 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.0
[ObjectOriented]: name = CBAUTXNYTN  year = 1950  popularity = 29.16 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.0
[ObjectOriented]: name = RXVYZDEIDX  year = 1950  popularity = 45.95 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.0
[ObjectOriented]: name = ADDRRLHIQV  year = 1950  popularity = 84.37 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.0
[ObjectOriented]: name = ZUIUKBPANS  year = 1950  popularity = 52.63 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.0
[Procedural]: name = HPJLRAPLXG  year = 1950  popularity = 13.44 abstract variables = True, quotient = 195.0
[Functional]: name = AKIGMCQBYY  year = 1950  popularity = 64.58 lazy calculation = False legacy = ERROR, quotient = 195.0
[ObjectOriented]: name = BZSNVAADXI  year = 1950  popularity = 3.54 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.0
[Procedural]: name = CWKFGPIZTO  year = 1950  popularity = 2.3 abstract variables = False, quotient = 195.0
[Functional]: name = HKIMDYGFZV  year = 1950  popularity = 55.19 lazy calculation = False legacy = ERROR, quotient = 195.0
[ObjectOriented]: name = YAWOOXXQRG  year = 1950  popularity = 60.23 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.0
[Functional]: name = DUMDHLKZHG  year = 1950  popularity = 32.45 lazy calculation = False legacy = STRICT, quotient = 195.0
[Functional]: name = QABPEVWMLO  year = 1950  popularity = 6.46 lazy calculation = False legacy = DYNAMIC, quotient = 195.0
[ObjectOriented]: name = OAPIBPIEND  year = 1950  popularity = 97.16 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.0
[ObjectOriented]: name = DPATZLXVCD  year = 1950  popularity = 20.03 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.0
[ObjectOriented]: name = GOPXTOCWAD  year = 1950  popularity = 56.3 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.0
[Functional]: name = BXNLMYJIMZ  year = 1950  popularity = 2.3 lazy calculation = True legacy = ERROR, quotient = 195.0
[Functional]: name = GSBABCZALB  year = 1950  popularity = 67.37 lazy calculation = False legacy = DYNAMIC, quotient = 195.0
[ObjectOriented]: name = ETAKMDYLGH  year = 1950  popularity = 39.5 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.0
[Functional]: name = EVRLSCTNPH  year = 1950  popularity = 93.5 lazy calculation = True legacy = ERROR, quotient = 195.0
[Procedural]: name = OYZPZOOQQF  year = 1950  popularity = 97.47 abstract variables = True, quotient = 195.0
[Procedural]: name = DRQKTCPIHQ  year = 1950  popularity = 40.49 abstract variables = False, quotient = 195.0
[Functional]: name = RHQUPQOBBT  year = 1950  popularity = 98.56 lazy calculation = False legacy = DYNAMIC, quotient = 195.0
[Procedural]: name = HBPZKIRAPO  year = 1950  popularity = 87.46 abstract variables = False, quotient = 195.0
[Procedural]: name = WLXIUXYYYX  year = 1950  popularity = 76.53 abstract variables = False, quotient = 195.0
[Functional]: name = FLPSGVTTDE  year = 1950  popularity = 11.9 lazy calculation = False legacy = STRICT, quotient = 195.0
[Procedural]: name = OECYDFYIVS  year = 1950  popularity = 78.31 abstract variables = True, quotient = 195.0
[ObjectOriented]: name = IXUADLTFAV  year = 1950  popularity = 5.06 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.0
[Procedural]: name = YULXIJVKME  year = 1950  popularity = 79.4 abstract variables = False, quotient = 195.0
[ObjectOriented]: name = XNDTKNSHDV  year = 1950  popularity = 60.94 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.0
[Procedural]: name = PNLDCNGNIG  year = 1950  popularity = 48.87 abstract variables = True, quotient = 195.0
[ObjectOriented]: name = PWIIIFXSDZ  year = 1950  popularity = 42.06 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.0
[Functional]: name = WMEYDAZAES  year = 1950  popularity = 95.52 lazy calculation = False legacy = STRICT, quotient = 195.0
[Procedural]: name = IOQOQRNKLT  year = 1950  popularity = 4.05 abstract variables = True, quotient = 195.0
[ObjectOriented]: name = YTCQZPGHXK  year = 1950  popularity = 16.94 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.0
[Functional]: name = VZFTEZVJCI  year = 1950  popularity = 7.0 lazy calculation = False legacy = STRICT, quotient = 195.0
[ObjectOriented]: name = YYVAPAWMCT  year = 1950  popularity = 50.37 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.0
[ObjectOriented]: name = DGUXFEISVJ  year = 1950  popularity = 14.49 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.0
[Functional]: name = MILWJFCDDK  year = 1950  popularity = 60.93 lazy calculation = True legacy = STRICT, quotient = 195.0
[Functional]: name = GGDYXABDVJ  year = 1950  popularity = 10.48 lazy calculation = False legacy = STRICT, quotient = 195.0
[Procedural]: name = YSSINRLVBD  year = 1950  popularity = 42.25 abstract variables = False, quotient = 195.0
[Procedural]: name = WJAZOKDRHT  year = 1950  popularity = 30.2 abstract variables = True, quotient = 195.0
[Procedural]: name = PBZDUYLXOO  year = 1950  popularity = 55.35 abstract variables = False, quotient = 195.0
[ObjectOriented]: name = KXHGDJZCIY  year = 1950  popularity = 70.28 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.0
[Functional]: name = NZAPURSVEO  year = 1950  popularity = 56.84 lazy calculation = True legacy = STRICT, quotient = 195.0
[Procedural]: name = IHOHOMOIAY  year = 1950  popularity = 24.26 abstract variables = True, quotient = 195.0
[ObjectOriented]: name = HOBJMXMNBG  year = 1950  popularity = 12.94 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.0
[Procedural]: name = NOSZVJXLBR  year = 1950  popularity = 2.93 abstract variables = True, quotient = 195.0
[ObjectOriented]: name = IEMQPWBXAC  year = 1950  popularity = 47.44 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.0
[Procedural]: name = MATQMVPAEW  year = 1950  popularity = 27.15 abstract variables = False, quotient = 195.0
[ObjectOriented]: name = WASQUMKFEX  year = 1950  popularity = 25.42 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.0
[ObjectOriented]: name = HBUFDWYZIT  year = 1950  popularity = 33.74 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.0
[ObjectOriented]: name = VJVEWIROFQ  year = 1950  popularity = 82.8 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.0
[ObjectOriented]: name = HBOTTATLRC  year = 1950  popularity = 40.54 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.0
[Functional]: name = GDJWSVFPVB  year = 1950  popularity = 55.29 lazy calculation = True legacy = ERROR, quotient = 195.0
[Functional]: name = MQMQNPIXUP  year = 1950  popularity = 81.16 lazy calculation = True legacy = DYNAMIC, quotient = 195.0
[Procedural]: name = YOFEHXMFUU  year = 1950  popularity = 16.36 abstract variables = True, quotient = 195.0
[ObjectOriented]: name = MDJBNCOWZX  year = 1950  popularity = 60.13 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.0
[Functional]: name = VYSKRXZYGN  year = 1950  popularity = 86.75 lazy calculation = True legacy = ERROR, quotient = 195.0
[ObjectOriented]: name = HFDYKWMPHS  year = 1950  popularity = 56.55 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.0
[ObjectOriented]: name = OXZIOPKQJD  year = 1950  popularity = 67.16 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.0
[Functional]: name = NNSBNNEYSN  year = 1950  popularity = 98.45 lazy calculation = False legacy = ERROR, quotient = 195.0
[ObjectOriented]: name = SYSWOPELYN  year = 1950  popularity = 38.03 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.0
[Procedural]: name = VWRMHOARRZ  year = 1951  popularity = 25.7 abstract variables = True, quotient = 195.1
[ObjectOriented]: name = XNSHHTOJHP  year = 1951  popularity = 94.6 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.1
[ObjectOriented]: name = MMKAYIESUT  year = 1951  popularity = 77.79 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.1
[Functional]: name = CTCKGSPMWQ  year = 1951  popularity = 48.85 lazy calculation = True legacy = DYNAMIC, quotient = 195.1
[Procedural]: name = TPVMVIJFCZ  year = 1951  popularity = 57.43 abstract variables = True, quotient = 195.1
[ObjectOriented]: name = HOHWKYAHVK  year = 1951  popularity = 93.98 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[Functional]: name = NNADPRAINI  year = 1951  popularity = 48.59 lazy calculation = False legacy = DYNAMIC, quotient = 195.1
[ObjectOriented]: name = SYBODFWKCJ  year = 1951  popularity = 3.0 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.1
[Procedural]: name = XKYPCGZJCS  year = 1951  popularity = 29.06 abstract variables = False, quotient = 195.1
[Procedural]: name = LBIROCVTZV  year = 1951  popularity = 72.03 abstract variables = True, quotient = 195.1
[Procedural]: name = TRFDBNJVML  year = 1951  popularity = 35.64 abstract variables = False, quotient = 195.1
[Procedural]: name = HWHMTGOHQO  year = 1951  popularity = 74.99 abstract variables = False, quotient = 195.1
[Procedural]: name = XXBHEVTISG  year = 1951  popularity = 18.43 abstract variables = True, quotient = 195.1
[Functional]: name = JUBYZXPKQD  year = 1951  popularity = 91.75 lazy calculation = False legacy = STRICT, quotient = 195.1
[Functional]: name = ALYCSODRYO  year = 1951  popularity = 70.84 lazy calculation = True legacy = ERROR, quotient = 195.1
[Functional]: name = DESVJGMXXX  year = 1951  popularity = 10.98 lazy calculation = False legacy = ERROR, quotient = 195.1
[ObjectOriented]: name = FRHLBUHBUW  year = 1951  popularity = 54.56 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[ObjectOriented]: name = UXXRWMGJYI  year = 1951  popularity = 72.55 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.1
[Procedural]: name = PRCXLEIGAN  year = 1951  popularity = 17.42 abstract variables = True, quotient = 195.1
[ObjectOriented]: name = YBZKDJXZDJ  year = 1951  popularity = 75.58 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[Functional]: name = TUNXGUTAOL  year = 1951  popularity = 28.32 lazy calculation = True legacy = DYNAMIC, quotient = 195.1
[ObjectOriented]: name = BSVSAMKETI  year = 1951  popularity = 52.0 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[Functional]: name = NCZMQRRSGM  year = 1951  popularity = 59.06 lazy calculation = True legacy = ERROR, quotient = 195.1
[Procedural]: name = HBAYLNRECM  year = 1951  popularity = 36.93 abstract variables = False, quotient = 195.1
[Procedural]: name = OZNOVEZDII  year = 1951  popularity = 57.84 abstract variables = False, quotient = 195.1
[Functional]: name = OBTLTYJGAR  year = 1951  popularity = 31.22 lazy calculation = True legacy = DYNAMIC, quotient = 195.1
[Functional]: name = FJIUQQYPVH  year = 1951  popularity = 15.07 lazy calculation = True legacy = STRICT, quotient = 195.1
[Procedural]: name = GAFUCAKKWA  year = 1951  popularity = 18.77 abstract variables = True, quotient = 195.1
[Functional]: name = CQHQMENEAO  year = 1951  popularity = 76.92 lazy calculation = False legacy = STRICT, quotient = 195.1
[Procedural]: name = GVNJHSZANB  year = 1951  popularity = 59.9 abstract variables = True, quotient = 195.1
[ObjectOriented]: name = JWKURPURAQ  year = 1951  popularity = 56.1 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.1
[Functional]: name = TNAHLPYLIL  year = 1951  popularity = 2.76 lazy calculation = False legacy = ERROR, quotient = 195.1
[Procedural]: name = ODCIPVCSPV  year = 1951  popularity = 60.76 abstract variables = True, quotient = 195.1
[Procedural]: name = GFTNZUFILB  year = 1951  popularity = 31.91 abstract variables = True, quotient = 195.1
[Procedural]: name = JHVQNBOYKL  year = 1951  popularity = 73.45 abstract variables = False, quotient = 195.1
[ObjectOriented]: name = SDJDVIPPUW  year = 1951  popularity = 18.18 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[Functional]: name = VWWLLXDYSY  year = 1951  popularity = 20.86 lazy calculation = False legacy = STRICT, quotient = 195.1
[Procedural]: name = EZOKVBYYAN  year = 1951  popularity = 81.68 abstract variables = False, quotient = 195.1
[Procedural]: name = UPBKEBQUON  year = 1951  popularity = 31.77 abstract variables = True, quotient = 195.1
[Functional]: name = HCRJARPFUK  year = 1951  popularity = 62.12 lazy calculation = True legacy = DYNAMIC, quotient = 195.1
[Procedural]: name = OBIOKJOWWX  year = 1951  popularity = 51.52 abstract variables = True, quotient = 195.1
[Procedural]: name = CHFLFAILML  year = 1951  popularity = 6.09 abstract variables = False, quotient = 195.1
[Functional]: name = PSEGVSGTWQ  year = 1951  popularity = 7.37 lazy calculation = False legacy = DYNAMIC, quotient = 195.1
[Procedural]: name = ZDPNBPEMUU  year = 1951  popularity = 89.68 abstract variables = False, quotient = 195.1
[ObjectOriented]: name = HPHDRXCFPL  year = 1951  popularity = 46.09 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.1
[Procedural]: name = XXZQSNGJOH  year = 1951  popularity = 76.3 abstract variables = False, quotient = 195.1
[Functional]: name = DRBOOILAWL  year = 1951  popularity = 46.0 lazy calculation = True legacy = DYNAMIC, quotient = 195.1
[Functional]: name = LOBOJDLQNG  year = 1951  popularity = 71.5 lazy calculation = True legacy = DYNAMIC, quotient = 195.1
[ObjectOriented]: name = PVDMDMAXYC  year = 1951  popularity = 40.44 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[Functional]: name = FBMTNHQYCM  year = 1951  popularity = 54.28 lazy calculation = True legacy = DYNAMIC, quotient = 195.1
[ObjectOriented]: name = HQCHPWRFAE  year = 1951  popularity = 8.24 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[Procedural]: name = MLXXOGHCWW  year = 1951  popularity = 75.26 abstract variables = False, quotient = 195.1
[ObjectOriented]: name = MFJNLRFYCZ  year = 1951  popularity = 23.08 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[Functional]: name = JJOKSAITJA  year = 1951  popularity = 14.89 lazy calculation = False legacy = ERROR, quotient = 195.1
[Functional]: name = ITXUSKIEUY  year = 1951  popularity = 93.37 lazy calculation = True legacy = STRICT, quotient = 195.1
[ObjectOriented]: name = RPMDQVNQYG  year = 1951  popularity = 94.16 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[Functional]: name = EDGGMVJDPX  year = 1951  popularity = 70.34 lazy calculation = False legacy = DYNAMIC, quotient = 195.1
[Functional]: name = YYPLJCIGPD  year = 1951  popularity = 51.36 lazy calculation = True legacy = ERROR, quotient = 195.1
[ObjectOriented]: name = TCTGHXTTXA  year = 1951  popularity = 5.91 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[Functional]: name = LESKPOAHXZ  year = 1951  popularity = 41.58 lazy calculation = True legacy = STRICT, quotient = 195.1
[Procedural]: name = LLDFXGDPTL  year = 1951  popularity = 62.47 abstract variables = True, quotient = 195.1
[Functional]: name = QQXLXFXYEW  year = 1951  popularity = 16.51 lazy calculation = True legacy = STRICT, quotient = 195.1
[Procedural]: name = EGDNRGCEZU  year = 1951  popularity = 62.84 abstract variables = True, quotient = 195.1
[ObjectOriented]: name = SAVQAORUTH  year = 1951  popularity = 58.66 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.1
[Procedural]: name = KHKTEQYXVB  year = 1951  popularity = 35.88 abstract variables = False, quotient = 195.1
[Functional]: name = WYPGNAGJYQ  year = 1951  popularity = 40.06 lazy calculation = True legacy = DYNAMIC, quotient = 195.1
[Functional]: name = VCKTGUSBXV  year = 1951  popularity = 24.35 lazy calculation = False legacy = ERROR, quotient = 195.1
[Functional]: name = RLCAJYUVJT  year = 1951  popularity = 54.45 lazy calculation = False legacy = ERROR, quotient = 195.1
[Procedural]: name = OSGHPAJIXG  year = 1951  popularity = 3.56 abstract variables = True, quotient = 195.1
[Procedural]: name = NPALPIUSSN  year = 1951  popularity = 84.66 abstract variables = True, quotient = 195.1
[ObjectOriented]: name = BWCCDTAMKU  year = 1951  popularity = 71.91 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[Functional]: name = FEQQELDYZL  year = 1951  popularity = 98.67 lazy calculation = True legacy = STRICT, quotient = 195.1
[ObjectOriented]: name = POFVZRCETI  year = 1951  popularity = 90.21 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.1
[ObjectOriented]: name = ZHLCLORGTI  year = 1951  popularity = 35.46 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.1
[Functional]: name = PIVAVLXTCF  year = 1951  popularity = 61.92 lazy calculation = True legacy = STRICT, quotient = 195.1
[Procedural]: name = YTSFTRBKUY  year = 1951  popularity = 40.32 abstract variables = True, quotient = 195.1
[ObjectOriented]: name = BUAEEYKWUF  year = 1951  popularity = 92.85 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.1
[Functional]: name = YPUPBSDEAU  year = 1951  popularity = 23.05 lazy calculation = True legacy = STRICT, quotient = 195.1
[ObjectOriented]: name = DEPXGTTMLL  year = 1951  popularity = 57.21 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[Procedural]: name = OWIYWIYGVT  year = 1951  popularity = 50.88 abstract variables = False, quotient = 195.1
[Procedural]: name = RISSFBYSXI  year = 1951  popularity = 91.66 abstract variables = True, quotient = 195.1
[ObjectOriented]: name = DSHWIXKTOT  year = 1951  popularity = 85.68 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[Functional]: name = YCBFGJAAMB  year = 1951  popularity = 35.88 lazy calculation = False legacy = DYNAMIC, quotient = 195.1
[Procedural]: name = SSMZKSYGPP  year = 1951  popularity = 93.72 abstract variables = True, quotient = 195.1
[Functional]: name = WLPQHKPTWS  year = 1951  popularity = 86.98 lazy calculation = False legacy = DYNAMIC, quotient = 195.1
[ObjectOriented]: name = BVFAGERJXG  year = 1951  popularity = 26.74 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.1
[Procedural]: name = NRQDFCFWAE  year = 1951  popularity = 68.01 abstract variables = False, quotient = 195.1
[Procedural]: name = MVWBOGXTFK  year = 1951  popularity = 53.15 abstract variables = False, quotient = 195.1
[Procedural]: name = ZLUOTXQYGJ  year = 1951  popularity = 94.41 abstract variables = True, quotient = 195.1
[ObjectOriented]: name = QYCOGEPJNW  year = 1951  popularity = 19.98 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.1
[Functional]: name = QOQLMFGHRG  year = 1951  popularity = 96.0 lazy calculation = True legacy = DYNAMIC, quotient = 195.1
[ObjectOriented]: name = AWPGCBVCMJ  year = 1951  popularity = 14.23 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[ObjectOriented]: name = XOUVMZBPND  year = 1951  popularity = 55.87 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[ObjectOriented]: name = JJFZUPFXBM  year = 1951  popularity = 72.43 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.1
[ObjectOriented]: name = OVWQNHSQEA  year = 1951  popularity = 51.23 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.1
[Procedural]: name = CCKNPJSTQZ  year = 1951  popularity = 2.43 abstract variables = True, quotient = 195.1
[Functional]: name = RHIIBVGFKS  year = 1951  popularity = 17.58 lazy calculation = False legacy = ERROR, quotient = 195.1
[ObjectOriented]: name = DYOZQOHROY  year = 1951  popularity = 37.24 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.1
[Functional]: name = VNASLZCNBR  year = 1951  popularity = 81.39 lazy calculation = False legacy = STRICT, quotient = 195.1
[ObjectOriented]: name = ODYJIAARED  year = 1951  popularity = 69.45 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.1
[ObjectOriented]: name = PHSZCXWJCJ  year = 1951  popularity = 72.39 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.1
[Procedural]: name = YJVNGPDVFR  year = 1951  popularity = 41.73 abstract variables = False, quotient = 195.1
[Procedural]: name = VTVSBOCYJI  year = 1951  popularity = 44.04 abstract variables = True, quotient = 195.1
[Functional]: name = BHTDJVHDFF  year = 1951  popularity = 41.22 lazy calculation = True legacy = STRICT, quotient = 195.1
