Container is store 1000 languages:
[Procedural]: name = vtYqBUcxF8  year = 1951  popularity = 25.58 abstract variables = True, quotient = 195.1
[Functional]: name = 191BWMvsh1  year = 1962  popularity = 32.98 lazy calculation = True legacy = DYNAMIC, quotient = 196.2
[Procedural]: name = Q418uWF5IF  year = 1961  popularity = 29.19 abstract variables = False, quotient = 196.1
[Functional]: name = JCmFf6MpdN  year = 1962  popularity = 78.5 lazy calculation = True legacy = DYNAMIC, quotient = 196.2
[Functional]: name = clcloZlPih  year = 1989  popularity = 54.66 lazy calculation = True legacy = DYNAMIC, quotient = 198.9
[ObjectOriented]: name = k5wslkl5c3  year = 1962  popularity = 76.37 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.2
[Procedural]: name = 8X38fSsoDR  year = 2005  popularity = 15.41 abstract variables = True, quotient = 200.5
[Functional]: name = WofSAaIvgb  year = 1971  popularity = 93.21 lazy calculation = True legacy = DYNAMIC, quotient = 197.1
[Procedural]: name = sfV8JTsUsf  year = 2015  popularity = 32.22 abstract variables = False, quotient = 201.5
[Procedural]: name = mIbYUXnNFN  year = 1955  popularity = 35.46 abstract variables = False, quotient = 195.5
[Procedural]: name = m3Aj2FEGgd  year = 1965  popularity = 41.71 abstract variables = False, quotient = 196.5
[Procedural]: name = lNN3EHPKKs  year = 1962  popularity = 74.98 abstract variables = True, quotient = 196.2
[Functional]: name = 9qK6EiYmgn  year = 1996  popularity = 67.54 lazy calculation = False legacy = DYNAMIC, quotient = 199.6
[Functional]: name = OD3eimRnBS  year = 1984  popularity = 63.18 lazy calculation = True legacy = STRICT, quotient = 198.4
[Procedural]: name = kcNDnLWPFK  year = 1986  popularity = 44.24 abstract variables = True, quotient = 198.6
[Functional]: name = 242o7aXT3V  year = 1983  popularity = 73.96 lazy calculation = True legacy = STRICT, quotient = 198.3
[Procedural]: name = 8rqroEgrgs  year = 1946  popularity = 98.68 abstract variables = True, quotient = 194.6
[Procedural]: name = l3RhNZMYWJ  year = 2004  popularity = 25.8 abstract variables = False, quotient = 200.4
[ObjectOriented]: name = Z7mMONVRNP  year = 2009  popularity = 31.44 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 200.9
[Functional]: name = LZjTnllae3  year = 1945  popularity = 98.18 lazy calculation = True legacy = DYNAMIC, quotient = 194.5
[Procedural]: name = cntDQ3s4qh  year = 2002  popularity = 32.11 abstract variables = False, quotient = 200.2
[Functional]: name = iqtUlOLk7J  year = 1984  popularity = 58.03 lazy calculation = True legacy = DYNAMIC, quotient = 198.4
[Procedural]: name = 6RVliPIM6a  year = 2008  popularity = 42.47 abstract variables = True, quotient = 200.8
[Procedural]: name = AZQaOpHln3  year = 2019  popularity = 20.23 abstract variables = True, quotient = 201.9
[Procedural]: name = dcGCMA12p2  year = 1969  popularity = 65.95 abstract variables = True, quotient = 196.9
[ObjectOriented]: name = 6EvT3AgpSB  year = 2005  popularity = 43.42 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.5
[Functional]: name = alCGDdMSZC  year = 2013  popularity = 47.58 lazy calculation = False legacy = STRICT, quotient = 201.3
[Procedural]: name = 5ZpicPEXtF  year = 1999  popularity = 55.08 abstract variables = False, quotient = 199.9
[Functional]: name = DJCh441fmb  year = 1980  popularity = 86.33 lazy calculation = True legacy = DYNAMIC, quotient = 198.0
[Procedural]: name = gGVbjwVTQx  year = 1980  popularity = 74.47 abstract variables = False, quotient = 198.0
[ObjectOriented]: name = ZbnBQjQ9Tu  year = 1978  popularity = 57.1 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.8
[Functional]: name = pTO7xAPm2f  year = 1960  popularity = 11.73 lazy calculation = True legacy = DYNAMIC, quotient = 196.0
[Functional]: name = F7UPHsOcsg  year = 1963  popularity = 64.48 lazy calculation = False legacy = STRICT, quotient = 196.3
[ObjectOriented]: name = cMfN1txkhc  year = 1992  popularity = 62.01 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 199.2
[Functional]: name = a4O3ewjGlm  year = 1959  popularity = 21.11 lazy calculation = True legacy = STRICT, quotient = 195.9
[ObjectOriented]: name = XAmGXQvxrd  year = 1995  popularity = 78.19 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 199.5
[ObjectOriented]: name = kNFtgw5t2Z  year = 2017  popularity = 42.5 abstract variables = False legacy = Legacy.SINGLE, quotient = 201.7
[Functional]: name = fpIIHURAt7  year = 1968  popularity = 43.86 lazy calculation = False legacy = STRICT, quotient = 196.8
[ObjectOriented]: name = Qx15KFgZrU  year = 1986  popularity = 75.98 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 198.6
[Functional]: name = NQnv45BdSs  year = 2016  popularity = 5.08 lazy calculation = False legacy = DYNAMIC, quotient = 201.6
[Functional]: name = PaHV6lIqJg  year = 2019  popularity = 38.14 lazy calculation = False legacy = DYNAMIC, quotient = 201.9
[Functional]: name = TkY8b47BSY  year = 1953  popularity = 40.35 lazy calculation = True legacy = DYNAMIC, quotient = 195.3
[Procedural]: name = uRvYHAMqOw  year = 2008  popularity = 51.92 abstract variables = False, quotient = 200.8
[Functional]: name = PDFXSVHMGe  year = 2009  popularity = 75.8 lazy calculation = False legacy = STRICT, quotient = 200.9
[ObjectOriented]: name = YtX7s2qOGK  year = 1963  popularity = 93.52 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 196.3
[ObjectOriented]: name = 5U53phgEp3  year = 2018  popularity = 16.84 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 201.8
[Procedural]: name = jPTrNI8MDg  year = 1993  popularity = 1.72 abstract variables = False, quotient = 199.3
[Functional]: name = DZDnpV9gYf  year = 1945  popularity = 50.02 lazy calculation = True legacy = STRICT, quotient = 194.5
[ObjectOriented]: name = cQfoitE17f  year = 1961  popularity = 45.68 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 196.1
[Functional]: name = ErkKYslRG2  year = 1959  popularity = 37.47 lazy calculation = False legacy = STRICT, quotient = 195.9
[Procedural]: name = KF1PjvpqBm  year = 1986  popularity = 39.92 abstract variables = False, quotient = 198.6
[Functional]: name = u7NcPBfmv9  year = 1973  popularity = 34.85 lazy calculation = False legacy = DYNAMIC, quotient = 197.3
[ObjectOriented]: name = gFiT3IcJMh  year = 1948  popularity = 35.07 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 194.8
[Functional]: name = WQoP6RDLfO  year = 1975  popularity = 62.55 lazy calculation = False legacy = STRICT, quotient = 197.5
[Functional]: name = VMXloiTpl3  year = 1967  popularity = 33.87 lazy calculation = True legacy = DYNAMIC, quotient = 196.7
[Functional]: name = D6xINtWAIi  year = 1976  popularity = 1.57 lazy calculation = False legacy = DYNAMIC, quotient = 197.6
[Functional]: name = iDU5pxWc5w  year = 1998  popularity = 72.47 lazy calculation = False legacy = STRICT, quotient = 199.8
[Procedural]: name = tObvI7Rm3g  year = 2013  popularity = 58.21 abstract variables = False, quotient = 201.3
[Procedural]: name = JfMSBFaEpV  year = 2007  popularity = 10.85 abstract variables = True, quotient = 200.7
[Functional]: name = xMiBS3U9vw  year = 2006  popularity = 35.97 lazy calculation = False legacy = STRICT, quotient = 200.6
[ObjectOriented]: name = fYD1GLhnsA  year = 1979  popularity = 84.45 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.9
[Procedural]: name = cseRdm1Xb5  year = 1979  popularity = 45.05 abstract variables = False, quotient = 197.9
[Procedural]: name = entvXXR2kX  year = 1996  popularity = 15.27 abstract variables = False, quotient = 199.6
[Functional]: name = SX92kCWltc  year = 1976  popularity = 24.44 lazy calculation = True legacy = DYNAMIC, quotient = 197.6
[Procedural]: name = lK55SIeTlf  year = 2011  popularity = 94.24 abstract variables = True, quotient = 201.1
[Procedural]: name = bsYE8MHEiS  year = 1959  popularity = 10.13 abstract variables = True, quotient = 195.9
[ObjectOriented]: name = 8ZuMuNSuJ5  year = 1960  popularity = 45.31 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 196.0
[Functional]: name = wkAPMbWwRh  year = 1988  popularity = 44.83 lazy calculation = False legacy = DYNAMIC, quotient = 198.8
[ObjectOriented]: name = jI1fAA7UFc  year = 1976  popularity = 45.36 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.6
[Procedural]: name = cdu1COvap1  year = 2014  popularity = 59.7 abstract variables = False, quotient = 201.4
[ObjectOriented]: name = gdL434CR9E  year = 1984  popularity = 27.37 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 198.4
[Procedural]: name = sIMVMwQ1aQ  year = 2014  popularity = 75.48 abstract variables = True, quotient = 201.4
[Procedural]: name = 7whTO1j6Ai  year = 1977  popularity = 38.96 abstract variables = True, quotient = 197.7
[ObjectOriented]: name = NRaV8M5F5k  year = 1966  popularity = 50.02 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.6
[Functional]: name = wDqFuP7cuP  year = 1991  popularity = 17.45 lazy calculation = False legacy = DYNAMIC, quotient = 199.1
[Functional]: name = 8oC3LDsPfF  year = 1966  popularity = 36.93 lazy calculation = True legacy = DYNAMIC, quotient = 196.6
[Procedural]: name = qKJel3gtP3  year = 1988  popularity = 16.77 abstract variables = True, quotient = 198.8
[ObjectOriented]: name = ZrZbL8YrJg  year = 1966  popularity = 88.58 abstract variables = False legacy = Legacy.SINGLE, quotient = 196.6
[ObjectOriented]: name = 89i5Bucc6D  year = 1980  popularity = 70.6 abstract variables = True legacy = Legacy.SINGLE, quotient = 198.0
[ObjectOriented]: name = OpelS3U6Pu  year = 1993  popularity = 15.16 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 199.3
[Functional]: name = hJAGrUwo8q  year = 1969  popularity = 85.59 lazy calculation = True legacy = DYNAMIC, quotient = 196.9
[Functional]: name = VvnVi7OeQp  year = 1945  popularity = 68.28 lazy calculation = True legacy = STRICT, quotient = 194.5
[Procedural]: name = D5Pt8i4YhV  year = 2014  popularity = 30.36 abstract variables = False, quotient = 201.4
[Procedural]: name = TZtbp5ABMF  year = 2014  popularity = 55.91 abstract variables = True, quotient = 201.4
[ObjectOriented]: name = aCB2Ss7n8h  year = 1979  popularity = 9.29 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.9
[Procedural]: name = WXAk4EuucK  year = 1999  popularity = 18.34 abstract variables = True, quotient = 199.9
[ObjectOriented]: name = SqL2lBFxPG  year = 1969  popularity = 85.11 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.9
[ObjectOriented]: name = 2DQx2O1QIe  year = 1966  popularity = 77.77 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.6
[ObjectOriented]: name = uKvJpiGI7L  year = 1961  popularity = 76.22 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.1
[Functional]: name = irpNNedDRw  year = 2008  popularity = 25.61 lazy calculation = True legacy = DYNAMIC, quotient = 200.8
[Procedural]: name = Uhxg2amOV6  year = 1975  popularity = 58.12 abstract variables = False, quotient = 197.5
[ObjectOriented]: name = fED8ZjMrJX  year = 1954  popularity = 88.98 abstract variables = False legacy = Legacy.SINGLE, quotient = 195.4
[Functional]: name = f14hHNExPQ  year = 1993  popularity = 85.32 lazy calculation = False legacy = DYNAMIC, quotient = 199.3
[ObjectOriented]: name = 5t3d82esN4  year = 1964  popularity = 25.94 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 196.4
[ObjectOriented]: name = caIr9rhmV4  year = 1946  popularity = 6.0 abstract variables = False legacy = Legacy.SINGLE, quotient = 194.6
[Functional]: name = rxQC6iJCS1  year = 2009  popularity = 98.62 lazy calculation = True legacy = STRICT, quotient = 200.9
[Functional]: name = PMatKcSatY  year = 2004  popularity = 54.83 lazy calculation = True legacy = DYNAMIC, quotient = 200.4
[Functional]: name = b7WiCjWOpT  year = 2008  popularity = 15.73 lazy calculation = True legacy = STRICT, quotient = 200.8
[Procedural]: name = Q4WJ5Emx2O  year = 1973  popularity = 50.91 abstract variables = True, quotient = 197.3
[ObjectOriented]: name = EQYVZAXpOU  year = 1965  popularity = 73.35 abstract variables = False legacy = Legacy.SINGLE, quotient = 196.5
[ObjectOriented]: name = lXIxl6uAvI  year = 2008  popularity = 46.03 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.8
[ObjectOriented]: name = ZKaw8QCwFD  year = 2017  popularity = 13.16 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 201.7
[Procedural]: name = TRkASa16cJ  year = 1994  popularity = 18.4 abstract variables = True, quotient = 199.4
[Functional]: name = gYen4is1M4  year = 2016  popularity = 45.16 lazy calculation = False legacy = STRICT, quotient = 201.6
[Procedural]: name = rxkspkAqei  year = 2011  popularity = 78.73 abstract variables = False, quotient = 201.1
[ObjectOriented]: name = rBhskYM5g7  year = 1955  popularity = 77.78 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.5
[ObjectOriented]: name = FX6cUWud1p  year = 1973  popularity = 37.93 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.3
[Functional]: name = PwoWWQluXQ  year = 2008  popularity = 16.47 lazy calculation = True legacy = STRICT, quotient = 200.8
[Procedural]: name = Nwwt5Whk7R  year = 2009  popularity = 69.53 abstract variables = True, quotient = 200.9
[Functional]: name = YxWQaxWf1b  year = 2002  popularity = 26.82 lazy calculation = False legacy = DYNAMIC, quotient = 200.2
[Functional]: name = 96cIWN5HTn  year = 1953  popularity = 33.43 lazy calculation = True legacy = STRICT, quotient = 195.3
[Procedural]: name = oJ81EFNxO6  year = 1959  popularity = 3.83 abstract variables = False, quotient = 195.9
[ObjectOriented]: name = dXx8p74db6  year = 2010  popularity = 19.33 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 201.0
[ObjectOriented]: name = TaiKqlgub3  year = 2000  popularity = 38.92 abstract variables = True legacy = Legacy.SINGLE, quotient = 200.0
[ObjectOriented]: name = pjwFAtOhHT  year = 2006  popularity = 82.75 abstract variables = False legacy = Legacy.SINGLE, quotient = 200.6
[Procedural]: name = CccSOGttrt  year = 1970  popularity = 50.08 abstract variables = True, quotient = 197.0
[Procedural]: name = 5DL3FP1lZv  year = 1965  popularity = 58.15 abstract variables = False, quotient = 196.5
[Procedural]: name = UmiCi2eodh  year = 1990  popularity = 96.86 abstract variables = True, quotient = 199.0
[Functional]: name = Se5i1uaOme  year = 2017  popularity = 45.68 lazy calculation = False legacy = STRICT, quotient = 201.7
[Procedural]: name = 9jEaLE3xTl  year = 1981  popularity = 80.31 abstract variables = False, quotient = 198.1
[Procedural]: name = WjlvD5nWqr  year = 2006  popularity = 31.06 abstract variables = False, quotient = 200.6
[Procedural]: name = x7Se3ikNIJ  year = 1949  popularity = 3.17 abstract variables = True, quotient = 194.9
[ObjectOriented]: name = L5fXsm8JIA  year = 1948  popularity = 39.14 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 194.8
[Functional]: name = ka74wRD1qH  year = 1954  popularity = 13.04 lazy calculation = True legacy = DYNAMIC, quotient = 195.4
[ObjectOriented]: name = NWogKhhjhQ  year = 1997  popularity = 97.17 abstract variables = True legacy = Legacy.SINGLE, quotient = 199.7
[Procedural]: name = W9NRORIkLx  year = 2016  popularity = 8.39 abstract variables = False, quotient = 201.6
[Procedural]: name = ejXrXUVA5I  year = 2010  popularity = 60.02 abstract variables = False, quotient = 201.0
[ObjectOriented]: name = jbcM6RcLcU  year = 1982  popularity = 71.31 abstract variables = False legacy = Legacy.SINGLE, quotient = 198.2
[Functional]: name = sFZUc875dx  year = 1951  popularity = 55.58 lazy calculation = True legacy = STRICT, quotient = 195.1
[Functional]: name = RDPEPv1AHm  year = 1994  popularity = 78.25 lazy calculation = True legacy = STRICT, quotient = 199.4
[Procedural]: name = e7SsjVx4aA  year = 1987  popularity = 12.23 abstract variables = False, quotient = 198.7
[Procedural]: name = OWB7OMBTGM  year = 1988  popularity = 63.58 abstract variables = True, quotient = 198.8
[Procedural]: name = mtTBs6p68U  year = 1996  popularity = 36.34 abstract variables = False, quotient = 199.6
[ObjectOriented]: name = mY6qToPMYg  year = 1949  popularity = 88.95 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 194.9
[Procedural]: name = FwdCNZSPmJ  year = 1956  popularity = 47.58 abstract variables = True, quotient = 195.6
[ObjectOriented]: name = CtQ7Drnk1U  year = 1964  popularity = 51.85 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 196.4
[ObjectOriented]: name = 1Jck9gTO2o  year = 1988  popularity = 11.54 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 198.8
[Functional]: name = dQD2CCQniw  year = 1955  popularity = 1.04 lazy calculation = False legacy = DYNAMIC, quotient = 195.5
[Procedural]: name = UTE23Pgvqr  year = 1957  popularity = 39.92 abstract variables = False, quotient = 195.7
[Procedural]: name = 2ABQeFBEEq  year = 1978  popularity = 37.2 abstract variables = False, quotient = 197.8
[ObjectOriented]: name = qlpLMJKjpL  year = 1949  popularity = 28.33 abstract variables = True legacy = Legacy.SINGLE, quotient = 194.9
[Procedural]: name = xNt8Avw7Yx  year = 1971  popularity = 57.59 abstract variables = False, quotient = 197.1
[Procedural]: name = jitawAepW2  year = 1963  popularity = 50.82 abstract variables = False, quotient = 196.3
[Functional]: name = oDlPhT7Ai2  year = 1986  popularity = 4.43 lazy calculation = True legacy = STRICT, quotient = 198.6
[Functional]: name = Rj1cNU487h  year = 1993  popularity = 61.08 lazy calculation = False legacy = DYNAMIC, quotient = 199.3
[Procedural]: name = PoXfnNESOd  year = 1989  popularity = 23.74 abstract variables = False, quotient = 198.9
[Functional]: name = oadbvN4xMR  year = 1976  popularity = 15.07 lazy calculation = False legacy = STRICT, quotient = 197.6
[Procedural]: name = A5dGgotUsn  year = 2008  popularity = 17.61 abstract variables = True, quotient = 200.8
[Procedural]: name = KnOH31uL3v  year = 1978  popularity = 1.84 abstract variables = False, quotient = 197.8
[Procedural]: name = Q2iHVYdob4  year = 1958  popularity = 86.0 abstract variables = True, quotient = 195.8
[ObjectOriented]: name = ienlHUB771  year = 1946  popularity = 68.9 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 194.6
[Functional]: name = aRV6hg2xDt  year = 1999  popularity = 28.36 lazy calculation = False legacy = DYNAMIC, quotient = 199.9
[Procedural]: name = 5FjH5MsDLS  year = 1961  popularity = 91.61 abstract variables = True, quotient = 196.1
[Procedural]: name = jIsluWWdCt  year = 1971  popularity = 92.45 abstract variables = False, quotient = 197.1
[Functional]: name = 4oiPfNrQ72  year = 1947  popularity = 72.34 lazy calculation = True legacy = DYNAMIC, quotient = 194.7
[Procedural]: name = iVWb4817pt  year = 1991  popularity = 99.0 abstract variables = False, quotient = 199.1
[ObjectOriented]: name = kSEIY8vSP8  year = 2005  popularity = 29.19 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 200.5
[Procedural]: name = nTebIifUrF  year = 1962  popularity = 49.24 abstract variables = False, quotient = 196.2
[Procedural]: name = aIHRfYFSY1  year = 1968  popularity = 97.1 abstract variables = False, quotient = 196.8
[Functional]: name = NQsXOYo49g  year = 1950  popularity = 56.06 lazy calculation = True legacy = STRICT, quotient = 195.0
[Procedural]: name = 2GSHTZFvNK  year = 2003  popularity = 23.2 abstract variables = True, quotient = 200.3
[Functional]: name = cEQ1wj822f  year = 1968  popularity = 18.61 lazy calculation = True legacy = DYNAMIC, quotient = 196.8
[Functional]: name = gMRcCE2DB8  year = 1957  popularity = 33.14 lazy calculation = True legacy = DYNAMIC, quotient = 195.7
[ObjectOriented]: name = SM7NbekM4S  year = 1962  popularity = 68.08 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.2
[ObjectOriented]: name = fIFQqsmSab  year = 1998  popularity = 20.71 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 199.8
[Procedural]: name = bIrAkXbs53  year = 2009  popularity = 8.37 abstract variables = False, quotient = 200.9
[ObjectOriented]: name = wkDRhkTkTl  year = 1993  popularity = 6.33 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 199.3
[Functional]: name = eEhO44Hriw  year = 1950  popularity = 61.71 lazy calculation = False legacy = STRICT, quotient = 195.0
[ObjectOriented]: name = EgT4Sdtb84  year = 1972  popularity = 94.45 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.2
[ObjectOriented]: name = u2SE7gkpEt  year = 1982  popularity = 76.54 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 198.2
[Procedural]: name = qYanBPWQlL  year = 2014  popularity = 29.09 abstract variables = False, quotient = 201.4
[ObjectOriented]: name = 7H1xY6lIxe  year = 1983  popularity = 11.91 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 198.3
[ObjectOriented]: name = U45FbeKKOh  year = 2020  popularity = 91.39 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 202.0
[Procedural]: name = UdxYDMVquB  year = 2007  popularity = 97.73 abstract variables = False, quotient = 200.7
[Functional]: name = 5haFqGW6Om  year = 1996  popularity = 55.5 lazy calculation = True legacy = DYNAMIC, quotient = 199.6
[ObjectOriented]: name = GeZjEjVUqv  year = 1961  popularity = 39.07 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 196.1
[Procedural]: name = 6KqkVA3OHP  year = 1969  popularity = 50.17 abstract variables = False, quotient = 196.9
[Procedural]: name = ZJ3pepmL33  year = 1991  popularity = 93.62 abstract variables = True, quotient = 199.1
[ObjectOriented]: name = CBFSKFfwpk  year = 1970  popularity = 83.02 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.0
[Procedural]: name = BfNSDLxnwU  year = 1963  popularity = 41.02 abstract variables = False, quotient = 196.3
[Functional]: name = jZP6oaFD68  year = 2017  popularity = 94.6 lazy calculation = False legacy = DYNAMIC, quotient = 201.7
[Procedural]: name = Rc9jBXaYGW  year = 1954  popularity = 49.1 abstract variables = True, quotient = 195.4
[ObjectOriented]: name = iwoAXYqHjE  year = 1955  popularity = 74.32 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.5
[Functional]: name = 7pZ4iVisKr  year = 1960  popularity = 69.7 lazy calculation = True legacy = DYNAMIC, quotient = 196.0
[ObjectOriented]: name = IYTg2xrbZh  year = 1975  popularity = 10.69 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.5
[ObjectOriented]: name = 739UN5p71Z  year = 2004  popularity = 86.77 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.4
[ObjectOriented]: name = XLL41oeFvn  year = 1995  popularity = 27.89 abstract variables = False legacy = Legacy.SINGLE, quotient = 199.5
[Procedural]: name = HCI2LoJfLI  year = 2009  popularity = 98.75 abstract variables = True, quotient = 200.9
[Functional]: name = 1KrSY3bwlf  year = 1967  popularity = 76.78 lazy calculation = True legacy = DYNAMIC, quotient = 196.7
[Procedural]: name = kVIqrOVeVa  year = 1991  popularity = 41.07 abstract variables = True, quotient = 199.1
[Functional]: name = b2Gmoi6uDu  year = 2004  popularity = 69.11 lazy calculation = False legacy = DYNAMIC, quotient = 200.4
[Functional]: name = rXgSb7BXPu  year = 1986  popularity = 48.78 lazy calculation = True legacy = DYNAMIC, quotient = 198.6
[Procedural]: name = hjHsYRRHVC  year = 1976  popularity = 6.47 abstract variables = True, quotient = 197.6
[Procedural]: name = ktvfXvWPri  year = 2003  popularity = 2.81 abstract variables = True, quotient = 200.3
[Procedural]: name = ttbuULaoTR  year = 1953  popularity = 20.62 abstract variables = False, quotient = 195.3
[Functional]: name = B37ssjs2Z4  year = 1987  popularity = 71.52 lazy calculation = True legacy = STRICT, quotient = 198.7
[ObjectOriented]: name = wVJG4rO5wQ  year = 2020  popularity = 82.36 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 202.0
[ObjectOriented]: name = 5G78Ii1Kvf  year = 1987  popularity = 21.71 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 198.7
[Functional]: name = GVq3pm9CP1  year = 1991  popularity = 86.86 lazy calculation = True legacy = STRICT, quotient = 199.1
[Functional]: name = xVJSYFresD  year = 1981  popularity = 41.13 lazy calculation = True legacy = STRICT, quotient = 198.1
[Procedural]: name = UUrgVx8Gn3  year = 1948  popularity = 20.51 abstract variables = True, quotient = 194.8
[ObjectOriented]: name = 8iZPdZTRNJ  year = 1972  popularity = 81.47 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.2
[Procedural]: name = EXdQlkYfQX  year = 1997  popularity = 85.66 abstract variables = False, quotient = 199.7
[ObjectOriented]: name = g4rgRXhi7a  year = 1954  popularity = 88.93 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.4
[ObjectOriented]: name = GJYculcUuc  year = 1993  popularity = 72.03 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 199.3
[ObjectOriented]: name = l4gcoQfM4g  year = 1955  popularity = 61.11 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 195.5
[Procedural]: name = NLQSVjpmms  year = 2017  popularity = 9.64 abstract variables = False, quotient = 201.7
[ObjectOriented]: name = HMJJZDYGDL  year = 1974  popularity = 91.25 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.4
[Functional]: name = iQjJimpQ1q  year = 1998  popularity = 76.45 lazy calculation = False legacy = STRICT, quotient = 199.8
[ObjectOriented]: name = u2oKsFFhUS  year = 2011  popularity = 31.52 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 201.1
[Functional]: name = uK8BQmBGS3  year = 1956  popularity = 92.94 lazy calculation = True legacy = DYNAMIC, quotient = 195.6
[Functional]: name = 8F9FO7je4N  year = 1961  popularity = 58.54 lazy calculation = False legacy = DYNAMIC, quotient = 196.1
[Procedural]: name = peVtcVbLX8  year = 1969  popularity = 45.56 abstract variables = True, quotient = 196.9
[ObjectOriented]: name = VDtxpRDS4M  year = 1977  popularity = 50.66 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.7
[Functional]: name = H7gcCYP8qw  year = 1977  popularity = 24.83 lazy calculation = True legacy = STRICT, quotient = 197.7
[ObjectOriented]: name = ZnOaNL5YxJ  year = 1973  popularity = 15.99 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.3
[Procedural]: name = K3Jf6geQ28  year = 1946  popularity = 87.87 abstract variables = False, quotient = 194.6
[Procedural]: name = 2vx1C8KcdR  year = 1963  popularity = 65.41 abstract variables = True, quotient = 196.3
[Functional]: name = gBHCsgD4NC  year = 1992  popularity = 42.96 lazy calculation = True legacy = DYNAMIC, quotient = 199.2
[Procedural]: name = g1LaghVHGJ  year = 1962  popularity = 31.51 abstract variables = False, quotient = 196.2
[Procedural]: name = YI5TKJBGV3  year = 1977  popularity = 63.39 abstract variables = False, quotient = 197.7
[ObjectOriented]: name = tkcf4wU1HH  year = 1958  popularity = 72.28 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.8
[Procedural]: name = aGXAl9hvTZ  year = 1991  popularity = 85.11 abstract variables = True, quotient = 199.1
[ObjectOriented]: name = TWHj6WKffl  year = 2005  popularity = 68.55 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.5
[Functional]: name = FQWhaPa2uJ  year = 2004  popularity = 57.33 lazy calculation = True legacy = DYNAMIC, quotient = 200.4
[ObjectOriented]: name = NCVF3iR5QO  year = 2003  popularity = 43.1 abstract variables = True legacy = Legacy.SINGLE, quotient = 200.3
[ObjectOriented]: name = joZgMRe3Vn  year = 1970  popularity = 31.93 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.0
[Functional]: name = w4FcjBC17Q  year = 1998  popularity = 56.58 lazy calculation = True legacy = DYNAMIC, quotient = 199.8
[ObjectOriented]: name = sctAYIPDPG  year = 2012  popularity = 91.08 abstract variables = False legacy = Legacy.SINGLE, quotient = 201.2
[Functional]: name = QwG6mMgE3x  year = 1961  popularity = 62.08 lazy calculation = True legacy = STRICT, quotient = 196.1
